timestamp,open,high,low,close,volume
2018-04-26 00:00:00+00:00,8873.57,9315.13,8669.38,9282.12,997427934.62
2018-04-27 00:00:00+00:00,9289.01,9385.87,8923.48,8938.47,758182407.35
2018-04-28 00:00:00+00:00,8938.47,9435.9,8892.52,9351.47,774111704.68
2018-04-29 00:00:00+00:00,9349.94,9552.67,9189.07,9407.04,640931911.37
2018-04-30 00:00:00+00:00,9407.35,9459.81,9133.6,9248.45,574099218.21
2018-05-01 00:00:00+00:00,9248.25,9251.66,8851.1,9077.28,669555436.99
2018-05-02 00:00:00+00:00,9077.28,9271.62,8993.82,9232.19,527488395.49
2018-05-03 00:00:00+00:00,9232.19,9817.19,9172.28,9745.04,857646889.15
2018-05-04 00:00:00+00:00,9746.26,9785.15,9547.21,9699.61,663887678.35
2018-05-05 00:00:00+00:00,9700.37,9968.85,9687.09,9845.9,679872376.4
2018-05-06 00:00:00+00:00,9846.44,9936.96,9441.93,9644.92,608650204.19
2018-05-07 00:00:00+00:00,9643.99,9662.23,9202.13,9377.81,692580062.51
2018-05-08 00:00:00+00:00,9377.08,9472.09,9063.07,9196.13,673924125.29
2018-05-09 00:00:00+00:00,9196.13,9373.46,8987.27,9321.16,625495066.08
2018-05-10 00:00:00+00:00,9321.52,9393.95,9017.13,9032.22,629850604.12
2018-05-11 00:00:00+00:00,9032.22,9032.27,8363.5,8421.0,1176888629.2
2018-05-12 00:00:00+00:00,8420.82,8653.8,8225.97,8486.67,783972252.35
2018-05-13 00:00:00+00:00,8488.07,8773.96,8350.91,8709.46,525395861.86
2018-05-14 00:00:00+00:00,8709.46,8883.0,8312.72,8672.9,874543293.99
2018-05-15 00:00:00+00:00,8672.88,8848.69,8441.25,8480.16,730739738.9
2018-05-16 00:00:00+00:00,8480.16,8501.65,8119.17,8344.78,789660713.22
2018-05-17 00:00:00+00:00,8342.69,8476.45,8015.77,8071.04,615539512.71
2018-05-18 00:00:00+00:00,8071.04,8280.45,7940.35,8247.91,558167598.76
2018-05-19 00:00:00+00:00,8247.91,8397.27,8160.8,8249.24,381458405.45
2018-05-20 00:00:00+00:00,8249.24,8591.45,8181.46,8533.0,418898289.02
2018-05-21 00:00:00+00:00,8533.22,8585.85,8347.88,8419.65,463653636.91
2018-05-22 00:00:00+00:00,8419.67,8428.6,7962.43,7992.75,543342369.36
2018-05-23 00:00:00+00:00,7992.75,8031.63,7460.66,7505.77,934151146.29
2018-05-24 00:00:00+00:00,7505.77,7729.48,7283.77,7584.74,826278113.25
2018-05-25 00:00:00+00:00,7584.78,7652.37,7347.96,7475.36,634474356.99
2018-05-26 00:00:00+00:00,7475.36,7626.69,7314.71,7355.06,368322782.27
2018-05-27 00:00:00+00:00,7355.06,7420.07,7256.67,7362.23,341348321.23
2018-05-28 00:00:00+00:00,7362.23,7455.55,7092.91,7118.88,526854342.95
2018-05-29 00:00:00+00:00,7118.88,7533.03,7069.01,7474.75,634849312.09
2018-05-30 00:00:00+00:00,7474.75,7571.08,7295.78,7393.02,505870974.98
2018-05-31 00:00:00+00:00,7393.02,7608.87,7349.52,7502.15,458223966.12
2018-06-01 00:00:00+00:00,7501.74,7614.66,7370.27,7530.55,458687659.47
2018-06-02 00:00:00+00:00,7530.55,7697.34,7467.79,7643.26,362414878.61
2018-06-03 00:00:00+00:00,7643.26,7774.96,7606.76,7719.75,332313005.46
2018-06-04 00:00:00+00:00,7719.73,7760.73,7469.21,7503.2,427448262.3
2018-06-05 00:00:00+00:00,7503.32,7672.7,7394.97,7629.4,440337235.4
2018-06-06 00:00:00+00:00,7629.4,7701.35,7504.98,7661.79,396116252.65
2018-06-07 00:00:00+00:00,7661.79,7755.92,7651.13,7700.11,342475552.09
2018-06-08 00:00:00+00:00,7700.4,7709.61,7559.5,7627.52,310119047.41
2018-06-09 00:00:00+00:00,7627.56,7691.74,7495.72,7513.69,218013881.09
2018-06-10 00:00:00+00:00,7513.76,7514.04,6661.98,6773.72,895514425.38
2018-06-11 00:00:00+00:00,6773.72,6913.85,6652.89,6887.37,482788065.15
2018-06-12 00:00:00+00:00,6887.43,6888.33,6462.61,6556.94,509372466.34
2018-06-13 00:00:00+00:00,6556.94,6623.0,6140.63,6310.43,797087281.14
2018-06-14 00:00:00+00:00,6310.43,6719.44,6286.23,6643.26,620296377.11
2018-06-15 00:00:00+00:00,6643.63,6667.23,6380.69,6396.71,379228601.07
2018-06-16 00:00:00+00:00,6396.71,6569.15,6345.99,6503.1,232802782.59
2018-06-17 00:00:00+00:00,6503.1,6585.77,6446.38,6457.78,224575526.46
2018-06-18 00:00:00+00:00,6457.78,6802.03,6401.41,6714.82,430241689.13
2018-06-19 00:00:00+00:00,6714.56,6839.6,6672.2,6741.28,370797057.99
2018-06-20 00:00:00+00:00,6741.28,6817.9,6569.96,6761.27,400530201.24
2018-06-21 00:00:00+00:00,6761.27,6790.08,6687.66,6720.64,295690715.67
2018-06-22 00:00:00+00:00,6720.64,6731.51,5941.32,6051.47,862826624.25
2018-06-23 00:00:00+00:00,6051.47,6257.88,6033.2,6166.54,350697378.49
2018-06-24 00:00:00+00:00,6166.36,6254.02,5782.13,6157.78,667479078.32
2018-06-25 00:00:00+00:00,6157.78,6344.45,6095.25,6260.35,492834172.99
2018-06-26 00:00:00+00:00,6260.4,6286.36,6067.49,6088.39,391396653.43
2018-06-27 00:00:00+00:00,6092.26,6192.11,6021.69,6141.57,383457137.86
2018-06-28 00:00:00+00:00,6141.57,6172.23,5844.26,5871.28,385907044.98
2018-06-29 00:00:00+00:00,5870.81,6286.67,5813.02,6203.8,554799001.51
2018-06-30 00:00:00+00:00,6203.81,6503.33,6194.51,6385.38,419284677.69
2018-07-01 00:00:00+00:00,6385.43,6429.5,6262.72,6339.04,259708490.63
2018-07-02 00:00:00+00:00,6342.69,6673.71,5537.86,6615.66,465915661.24
2018-07-03 00:00:00+00:00,6616.6,6670.3,6473.48,6509.58,356390898.98
2018-07-04 00:00:00+00:00,6508.43,6777.97,6411.13,6590.06,412202352.61
2018-07-05 00:00:00+00:00,6589.77,6691.32,6448.23,6534.81,421189063.01
2018-07-06 00:00:00+00:00,6534.81,6633.44,6458.14,6602.02,310759733.14
2018-07-07 00:00:00+00:00,6602.03,6814.42,6518.23,6758.08,277167900.06
2018-07-08 00:00:00+00:00,6758.08,6782.85,6684.15,6707.38,268455446.1
2018-07-09 00:00:00+00:00,6707.46,6803.1,6625.58,6668.84,328316145.78
2018-07-10 00:00:00+00:00,6668.84,6683.61,6277.23,6306.85,470432142.71
2018-07-11 00:00:00+00:00,6306.87,6405.59,6293.68,6394.36,327667754.35
2018-07-12 00:00:00+00:00,6394.36,6394.93,6084.0,6253.6,409078182.65
2018-07-13 00:00:00+00:00,6253.66,6349.21,6131.54,6229.83,319802271.97
2018-07-14 00:00:00+00:00,6229.61,6332.46,6190.18,6268.75,174416786.37
2018-07-15 00:00:00+00:00,6268.32,6401.5,6245.75,6364.26,218543291.78
2018-07-16 00:00:00+00:00,6364.26,6761.84,6349.83,6740.55,494264915.91
2018-07-17 00:00:00+00:00,6740.54,7476.24,6677.56,7326.7,799401451.35
2018-07-18 00:00:00+00:00,7326.76,7590.65,7253.71,7383.39,788460811.94
2018-07-19 00:00:00+00:00,7383.39,7563.7,7289.9,7477.5,522544440.45
2018-07-20 00:00:00+00:00,7477.1,7676.55,7279.34,7333.93,603034414.79
2018-07-21 00:00:00+00:00,7333.93,7453.07,7220.37,7405.4,297440355.21
2018-07-22 00:00:00+00:00,7405.4,7569.28,7345.25,7398.64,355565264.85
2018-07-23 00:00:00+00:00,7398.64,7798.59,7376.66,7718.0,745533303.01
2018-07-24 00:00:00+00:00,7718.0,8485.71,7692.16,8395.82,1166560702.13
2018-07-25 00:00:00+00:00,8395.81,8481.11,8061.07,8170.23,736530740.43
2018-07-26 00:00:00+00:00,8170.37,8302.24,7862.67,7937.25,643953970.45
2018-07-27 00:00:00+00:00,7937.1,8278.01,7806.25,8182.89,646256012.09
2018-07-28 00:00:00+00:00,8182.88,8238.04,8070.04,8230.87,295872316.42
2018-07-29 00:00:00+00:00,8230.82,8291.55,8123.53,8216.78,280233415.98
2018-07-30 00:00:00+00:00,8216.7,8273.61,7867.44,8176.06,681120739.99
2018-07-31 00:00:00+00:00,8176.08,8176.27,7663.7,7735.3,765186307.24
2018-08-01 00:00:00+00:00,7736.25,7760.74,7449.31,7610.9,595404848.88
2018-08-02 00:00:00+00:00,7610.9,7713.32,7470.86,7542.34,424093581.76
2018-08-03 00:00:00+00:00,7542.34,7542.49,7296.76,7417.6,586982505.83
2018-08-04 00:00:00+00:00,7417.6,7490.89,6940.15,7017.89,534002935.97
2018-08-05 00:00:00+00:00,7017.89,7092.53,6898.31,7042.39,368914046.39
2018-08-06 00:00:00+00:00,7042.57,7160.4,6854.79,6945.78,410408444.75
2018-08-07 00:00:00+00:00,6945.77,7150.86,6685.02,6723.21,575690006.27
2018-08-08 00:00:00+00:00,6723.29,6723.99,6133.03,6285.02,838853615.89
2018-08-09 00:00:00+00:00,6285.06,6631.23,6195.02,6543.24,575748446.38
2018-08-10 00:00:00+00:00,6543.25,6582.14,6025.91,6153.41,639457019.98
2018-08-11 00:00:00+00:00,6152.95,6488.55,6014.26,6242.54,545722619.11
2018-08-12 00:00:00+00:00,6242.53,6483.39,6176.89,6322.92,366460108.69
2018-08-13 00:00:00+00:00,6322.41,6545.02,6157.03,6263.2,452431672.68
2018-08-14 00:00:00+00:00,6263.2,6266.5,5891.87,6199.6,759847789.73
2018-08-15 00:00:00+00:00,6199.63,6620.07,6193.63,6274.22,852103141.83
2018-08-16 00:00:00+00:00,6274.22,6478.07,6217.33,6323.81,454679037.36
2018-08-17 00:00:00+00:00,6323.81,6594.72,6300.45,6591.16,477089455.56
2018-08-18 00:00:00+00:00,6591.18,6622.16,6322.44,6405.71,336744293.81
2018-08-19 00:00:00+00:00,6405.74,6560.88,6330.56,6502.18,253984821.8
2018-08-20 00:00:00+00:00,6502.24,6537.54,6248.39,6269.9,397981291.82
2018-08-21 00:00:00+00:00,6270.09,6506.69,6259.81,6491.11,396746063.37
2018-08-22 00:00:00+00:00,6491.09,6890.79,6264.34,6366.13,764005011.18
2018-08-23 00:00:00+00:00,6366.14,6575.28,6356.96,6538.95,340811486.77
2018-08-24 00:00:00+00:00,6539.13,6736.83,6481.76,6708.96,382456858.97
2018-08-25 00:00:00+00:00,6708.94,6808.89,6684.19,6749.56,258296664.16
2018-08-26 00:00:00+00:00,6749.71,6793.17,6588.48,6720.6,265820591.17
2018-08-27 00:00:00+00:00,6720.6,6944.21,6674.84,6915.73,405769271.5
2018-08-28 00:00:00+00:00,6915.92,7136.71,6877.2,7091.38,487789642.0
2018-08-29 00:00:00+00:00,7091.38,7137.47,6944.76,7052.0,356139022.3
2018-08-30 00:00:00+00:00,7051.61,7072.64,6818.69,6998.76,425475685.56
2018-08-31 00:00:00+00:00,6998.76,7096.73,6903.08,7026.96,349131152.81
2018-09-01 00:00:00+00:00,7026.96,7272.03,7025.58,7203.46,300301833.39
2018-09-02 00:00:00+00:00,7203.46,7384.38,7144.71,7301.26,447453370.83
2018-09-03 00:00:00+00:00,7301.25,7350.58,7204.89,7270.05,309327793.27
2018-09-04 00:00:00+00:00,7270.05,7417.65,7246.76,7369.86,343762001.58
2018-09-05 00:00:00+00:00,7369.89,7401.43,6694.06,6705.03,797851163.66
2018-09-06 00:00:00+00:00,6705.06,6727.19,6295.11,6515.42,823309044.3
2018-09-07 00:00:00+00:00,6515.42,6549.39,6345.48,6411.78,344487244.01
2018-09-08 00:00:00+00:00,6413.12,6480.57,6134.76,6200.16,317380272.09
2018-09-09 00:00:00+00:00,6200.23,6451.25,6161.83,6249.07,244400344.41
2018-09-10 00:00:00+00:00,6249.07,6371.42,6247.64,6324.43,320435279.61
2018-09-11 00:00:00+00:00,6324.43,6415.51,6199.19,6295.54,324512939.85
2018-09-12 00:00:00+00:00,6295.54,6357.89,6208.28,6337.11,332537236.17
2018-09-13 00:00:00+00:00,6337.08,6534.89,6337.08,6492.0,425090869.76
2018-09-14 00:00:00+00:00,6492.17,6591.59,6393.84,6486.01,377989402.01
2018-09-15 00:00:00+00:00,6485.39,6573.19,6473.47,6522.08,208349557.0
2018-09-16 00:00:00+00:00,6522.68,6525.05,6404.31,6502.44,200545603.1
2018-09-17 00:00:00+00:00,6502.44,6538.82,6216.83,6261.48,399675966.34
2018-09-18 00:00:00+00:00,6261.33,6393.39,6238.25,6346.44,348485895.37
2018-09-19 00:00:00+00:00,6346.44,6522.9,6131.02,6398.8,452379323.08
2018-09-20 00:00:00+00:00,6398.83,6551.93,6361.33,6505.9,301619960.91
2018-09-21 00:00:00+00:00,6505.97,6785.22,6501.01,6762.06,569642976.25
2018-09-22 00:00:00+00:00,6762.07,6834.49,6633.01,6716.6,261159308.22
2018-09-23 00:00:00+00:00,6716.6,6768.56,6663.9,6702.7,169080003.37
2018-09-24 00:00:00+00:00,6702.73,6717.6,6557.82,6583.53,324660682.66
2018-09-25 00:00:00+00:00,6583.53,6583.54,6333.21,6437.74,420279170.44
2018-09-26 00:00:00+00:00,6437.74,6543.92,6383.16,6462.6,264402806.65
2018-09-27 00:00:00+00:00,6462.6,6733.94,6434.76,6686.13,345096700.08
2018-09-28 00:00:00+00:00,6686.13,6806.1,6545.41,6635.38,497340510.07
2018-09-29 00:00:00+00:00,6635.4,6635.42,6474.23,6603.75,245055396.51
2018-09-30 00:00:00+00:00,6603.75,6741.96,6543.68,6623.71,174302164.09
2018-10-01 00:00:00+00:00,6623.82,6662.6,6510.54,6594.98,256959931.63
2018-10-02 00:00:00+00:00,6594.98,6618.95,6478.04,6525.47,267166277.79
2018-10-03 00:00:00+00:00,6525.46,6537.07,6428.98,6492.26,306385346.59
2018-10-04 00:00:00+00:00,6492.61,6622.32,6486.86,6579.79,277614018.45
2018-10-05 00:00:00+00:00,6580.0,6683.55,6546.98,6632.87,262562344.98
2018-10-06 00:00:00+00:00,6632.88,6637.08,6563.25,6589.94,162722103.98
2018-10-07 00:00:00+00:00,6589.94,6622.49,6535.02,6601.15,179378859.39
2018-10-08 00:00:00+00:00,6601.46,6698.31,6565.01,6650.07,313507433.75
2018-10-09 00:00:00+00:00,6650.07,6657.0,6589.39,6631.79,213976678.23
2018-10-10 00:00:00+00:00,6631.79,6633.22,6487.86,6581.07,323664963.18
2018-10-11 00:00:00+00:00,6581.07,6581.59,6171.95,6209.47,654924117.8
2018-10-12 00:00:00+00:00,6209.47,6296.56,6173.86,6250.85,289840137.45
2018-10-13 00:00:00+00:00,6252.1,6280.73,6238.92,6267.27,137705035.59
2018-10-14 00:00:00+00:00,6267.27,6346.56,6247.17,6277.73,215422888.18
2018-10-15 00:00:00+00:00,6277.73,7234.83,6244.77,6612.36,1190524168.21
2018-10-16 00:00:00+00:00,6612.69,6724.91,6545.54,6583.05,324232509.78
2018-10-17 00:00:00+00:00,6583.05,6589.2,6511.6,6574.52,220418636.64
2018-10-18 00:00:00+00:00,6576.4,6616.27,6445.05,6488.72,331761115.45
2018-10-19 00:00:00+00:00,6489.37,6503.09,6449.36,6469.28,237855085.41
2018-10-20 00:00:00+00:00,6469.28,6645.2,6395.45,6490.56,127185847.78
2018-10-21 00:00:00+00:00,6490.6,6557.39,6474.47,6509.87,105283929.06
2018-10-22 00:00:00+00:00,6509.87,6531.23,6460.38,6483.23,202766914.4
2018-10-23 00:00:00+00:00,6484.32,6496.2,6438.99,6470.22,220913293.6
2018-10-24 00:00:00+00:00,6470.63,6538.35,6465.73,6476.25,222068131.83
2018-10-25 00:00:00+00:00,6476.52,6497.9,6432.3,6462.77,231214963.95
2018-10-26 00:00:00+00:00,6462.77,6514.0,6441.81,6457.21,215447656.36
2018-10-27 00:00:00+00:00,6457.21,6479.0,6445.95,6470.17,124066466.34
2018-10-28 00:00:00+00:00,6470.17,6483.24,6444.74,6470.74,109118160.99
2018-10-29 00:00:00+00:00,6470.74,6483.39,6282.58,6313.91,342463526.52
2018-10-30 00:00:00+00:00,6314.38,6340.68,6286.3,6309.11,269592154.08
2018-10-31 00:00:00+00:00,6309.11,6391.25,6241.49,6342.61,245357244.49
2018-11-01 00:00:00+00:00,6342.81,6402.59,6322.6,6381.3,199861220.45
2018-11-02 00:00:00+00:00,6381.3,6420.93,6371.57,6394.66,179385606.7
2018-11-03 00:00:00+00:00,6394.65,6398.09,6336.96,6376.32,183565304.27
2018-11-04 00:00:00+00:00,6376.55,6498.16,6351.92,6467.05,175805188.92
2018-11-05 00:00:00+00:00,6467.05,6475.8,6406.69,6433.74,155758902.3
2018-11-06 00:00:00+00:00,6433.53,6482.81,6412.56,6479.72,239808254.25
2018-11-07 00:00:00+00:00,6479.72,6562.79,6476.59,6529.68,360052788.55
2018-11-08 00:00:00+00:00,6530.94,6542.42,6438.27,6446.06,273205386.68
2018-11-09 00:00:00+00:00,6446.06,6457.97,6352.45,6377.99,237893036.71
2018-11-10 00:00:00+00:00,6377.99,6419.92,6376.17,6396.37,94313328.59
2018-11-11 00:00:00+00:00,6396.39,6414.18,6326.38,6408.18,130156001.58
2018-11-12 00:00:00+00:00,6408.18,6435.41,6350.87,6375.08,181575610.86
2018-11-13 00:00:00+00:00,6375.08,6389.43,6315.58,6339.17,227689745.72
2018-11-14 00:00:00+00:00,6339.17,6375.7,5469.93,5741.47,1045469380.16
2018-11-15 00:00:00+00:00,5740.51,5767.06,5300.75,5647.5,820864013.96
2018-11-16 00:00:00+00:00,5647.5,5676.54,5487.87,5586.27,397196182.83
2018-11-17 00:00:00+00:00,5586.97,5602.01,5524.7,5568.94,164182152.19
2018-11-18 00:00:00+00:00,5567.95,5701.35,5567.95,5615.26,233409182.46
